date,client_id,balance_usd_mm
2024-01-02,TOPCLIENT00,12.833949794617281
2024-01-03,TOPCLIENT00,9.653653831048322
2024-01-04,TOPCLIENT00,11.368879848866824
2024-01-05,TOPCLIENT00,13.291863866481384
2024-01-08,TOPCLIENT00,13.691153879888024
2024-01-09,TOPCLIENT00,14.720426322304814
2024-01-10,TOPCLIENT00,14.000828079661375
2024-01-11,TOPCLIENT00,11.79594344484656
2024-01-12,TOPCLIENT00,11.213389278209661
2024-01-15,TOPCLIENT00,11.27107903997122
2024-01-16,TOPCLIENT00,15.340971727307812
2024-01-17,TOPCLIENT00,11.636139009718004
2024-01-18,TOPCLIENT00,12.202593556490978
2024-01-19,TOPCLIENT00,6.896228666723807
2024-01-22,TOPCLIENT00,11.329463165772438
2024-01-23,TOPCLIENT00,12.167105386246691
2024-01-24,TOPCLIENT00,8.925831424081458
2024-01-25,TOPCLIENT00,14.894420263825847
2024-01-26,TOPCLIENT00,15.232276502518486
2024-01-29,TOPCLIENT00,12.620802725680086
2024-01-30,TOPCLIENT00,14.881434773101361
2024-01-31,TOPCLIENT00,10.638585370272454
2024-02-01,TOPCLIENT00,14.259723595758876
2024-02-02,TOPCLIENT00,9.894365593464915
2024-02-05,TOPCLIENT00,13.135194061383496
2024-02-06,TOPCLIENT00,15.763828493252845
2024-02-07,TOPCLIENT00,15.563356358383109
2024-02-08,TOPCLIENT00,13.82785214513654
2024-02-09,TOPCLIENT00,12.665835222461467
2024-02-12,TOPCLIENT00,13.905783385926382
2024-02-13,TOPCLIENT00,11.784390051027696
2024-02-14,TOPCLIENT00,15.325454549201591
2024-02-15,TOPCLIENT00,10.885062805066827
2024-02-16,TOPCLIENT00,15.262201066365897
2024-02-19,TOPCLIENT00,12.687834253549664
2024-02-20,TOPCLIENT00,15.77051423327382
2024-02-21,TOPCLIENT00,13.30608275217055
2024-02-22,TOPCLIENT00,11.338727765658266
2024-02-23,TOPCLIENT00,14.08431123315163
2024-02-26,TOPCLIENT00,14.750709075368654
2024-02-27,TOPCLIENT00,12.221359131135507
2024-02-28,TOPCLIENT00,12.386578960940744
2024-02-29,TOPCLIENT00,14.400022153050514
2024-03-01,TOPCLIENT00,13.36619459063911
2024-03-04,TOPCLIENT00,11.494447777124046
2024-03-05,TOPCLIENT00,13.540236778300484
2024-03-06,TOPCLIENT00,15.454904693971683
2024-03-07,TOPCLIENT00,17.496940381410717
2024-03-08,TOPCLIENT00,11.373592537322976
2024-03-11,TOPCLIENT00,10.266994750442114
2024-03-12,TOPCLIENT00,17.594986828348944
2024-03-13,TOPCLIENT00,13.388452838080202
2024-03-14,TOPCLIENT00,17.745395482723584
2024-03-15,TOPCLIENT00,15.06953584408054
2024-03-18,TOPCLIENT00,12.783113542384772
2024-03-19,TOPCLIENT00,14.073399054734807
2024-03-20,TOPCLIENT00,17.50109928748454
2024-03-21,TOPCLIENT00,14.230868920006738
2024-03-22,TOPCLIENT00,12.601191270625385
2024-03-25,TOPCLIENT00,12.658836811953373
2024-03-26,TOPCLIENT00,14.989241916654706
2024-03-27,TOPCLIENT00,13.748179292844803
2024-03-28,TOPCLIENT00,14.54037682970782
2024-03-29,TOPCLIENT00,12.758590609433442
2024-04-01,TOPCLIENT00,11.028980173152938
2024-04-02,TOPCLIENT00,13.9906436146985
2024-04-03,TOPCLIENT00,14.367750287895698
2024-04-04,TOPCLIENT00,15.107848315429244
2024-04-05,TOPCLIENT00,12.044669778227615
2024-04-08,TOPCLIENT00,15.27073380811023
2024-04-09,TOPCLIENT00,15.829455755756896
2024-04-10,TOPCLIENT00,10.94822630076963
2024-04-11,TOPCLIENT00,14.518843133338583
2024-04-12,TOPCLIENT00,9.524370284341755
2024-04-15,TOPCLIENT00,13.049733861884818
2024-04-16,TOPCLIENT00,11.949417122981732
2024-04-17,TOPCLIENT00,9.999383496543311
2024-04-18,TOPCLIENT00,14.677624572050739
2024-04-19,TOPCLIENT00,12.805628053239843
2024-04-22,TOPCLIENT00,13.037652973705551
2024-04-23,TOPCLIENT00,17.639384082068958
2024-04-24,TOPCLIENT00,17.203184875583627
2024-04-25,TOPCLIENT00,16.36062056096907
2024-04-26,TOPCLIENT00,12.333239462306828
2024-04-29,TOPCLIENT00,12.639968571749483
2024-04-30,TOPCLIENT00,16.45405336987402
2024-05-01,TOPCLIENT00,18.524297558237134
2024-05-02,TOPCLIENT00,14.282553489658753
2024-05-03,TOPCLIENT00,12.465195386176147
2024-05-06,TOPCLIENT00,14.800864012388185
2024-05-07,TOPCLIENT00,15.244321933362599
2024-05-08,TOPCLIENT00,17.560874072124765
2024-05-09,TOPCLIENT00,13.4497001498031
2024-05-10,TOPCLIENT00,12.767904753114214
2024-05-13,TOPCLIENT00,11.158574651374224
2024-05-14,TOPCLIENT00,12.351524771056491
2024-05-15,TOPCLIENT00,13.976103566978828
2024-05-16,TOPCLIENT00,15.53796222997886
2024-05-17,TOPCLIENT00,11.245738375997288
2024-05-20,TOPCLIENT00,12.69496370330694
2024-05-21,TOPCLIENT00,14.029958985575957
2024-05-22,TOPCLIENT00,13.095557836982689
2024-05-23,TOPCLIENT00,15.326189508815158
2024-05-24,TOPCLIENT00,11.65613155509109
2024-05-27,TOPCLIENT00,16.055927677502204
2024-05-28,TOPCLIENT00,13.110801529049777
2024-05-29,TOPCLIENT00,15.398531285443001
2024-05-30,TOPCLIENT00,13.073988651429609
2024-05-31,TOPCLIENT00,14.9532210516452
2024-06-03,TOPCLIENT00,12.94595472753022
2024-06-04,TOPCLIENT00,12.172266277476194
2024-06-05,TOPCLIENT00,16.60959679528683
2024-06-06,TOPCLIENT00,11.954488539578985
2024-06-07,TOPCLIENT00,14.509150641087919
2024-06-10,TOPCLIENT00,11.871183692201093
2024-06-11,TOPCLIENT00,16.74662098453438
2024-06-12,TOPCLIENT00,13.455342575872915
2024-06-13,TOPCLIENT00,10.765378145134711
2024-06-14,TOPCLIENT00,13.329925779958037
2024-06-17,TOPCLIENT00,14.332804797456959
2024-06-18,TOPCLIENT00,9.85182951957546
2024-06-19,TOPCLIENT00,15.208097380583665
2024-06-20,TOPCLIENT00,14.738708101699887
2024-06-21,TOPCLIENT00,12.73952876297108
2024-06-24,TOPCLIENT00,15.8671398212201
2024-06-25,TOPCLIENT00,13.046118458151138
2024-06-26,TOPCLIENT00,15.26360874981879
2024-06-27,TOPCLIENT00,8.696122120302062
2024-06-28,TOPCLIENT00,16.390546076339017
2024-07-01,TOPCLIENT00,12.511023695349275
2024-07-02,TOPCLIENT00,16.65064335229884
2024-07-03,TOPCLIENT00,13.025635867674842
2024-07-04,TOPCLIENT00,12.619374471620732
2024-07-05,TOPCLIENT00,11.8484464683701
2024-07-08,TOPCLIENT00,14.660158927041904
2024-07-09,TOPCLIENT00,13.921451228045566
2024-07-10,TOPCLIENT00,13.998141990799821
2024-07-11,TOPCLIENT00,13.547274536883535
2024-07-12,TOPCLIENT00,17.5549728060751
2024-07-15,TOPCLIENT00,16.827227128259697
2024-07-16,TOPCLIENT00,13.30771147846666
2024-07-17,TOPCLIENT00,17.54183323771977
2024-07-18,TOPCLIENT00,15.381010146068611
2024-07-19,TOPCLIENT00,16.611596037229813
2024-07-22,TOPCLIENT00,12.73794033738537
2024-07-23,TOPCLIENT00,14.453394992514967
2024-07-24,TOPCLIENT00,14.424393420697827
2024-07-25,TOPCLIENT00,12.75700649593037
2024-07-26,TOPCLIENT00,14.231534836873138
2024-07-29,TOPCLIENT00,11.67756366823059
2024-07-30,TOPCLIENT00,16.096302941192572
2024-07-31,TOPCLIENT00,15.717051501659233
2024-08-01,TOPCLIENT00,17.682847292953674
2024-08-02,TOPCLIENT00,13.334099452255936
2024-08-05,TOPCLIENT00,13.942601653655794
2024-08-06,TOPCLIENT00,11.488328375016678
2024-08-07,TOPCLIENT00,16.612209085255238
2024-08-08,TOPCLIENT00,15.629291825570029
2024-08-09,TOPCLIENT00,13.382418267231696
2024-08-12,TOPCLIENT00,14.128086101967108
2024-08-13,TOPCLIENT00,15.021679440064245
2024-08-14,TOPCLIENT00,14.73151682461488
2024-08-15,TOPCLIENT00,16.063065047940988
2024-08-16,TOPCLIENT00,14.883722081413547
2024-08-19,TOPCLIENT00,13.965690708039427
2024-08-20,TOPCLIENT00,14.574119076718958
2024-08-21,TOPCLIENT00,15.139415707962801
2024-08-22,TOPCLIENT00,14.763458183282907
2024-08-23,TOPCLIENT00,14.247272229236373
2024-08-26,TOPCLIENT00,14.752559366078053
2024-08-27,TOPCLIENT00,16.23606718448974
2024-08-28,TOPCLIENT00,15.853342496189411
2024-08-29,TOPCLIENT00,12.959187274981781
2024-08-30,TOPCLIENT00,13.973152738713562
2024-09-02,TOPCLIENT00,14.651021197280604
2024-09-03,TOPCLIENT00,17.3189282061574
2024-09-04,TOPCLIENT00,13.626463570685925
2024-09-05,TOPCLIENT00,14.50100030264026
2024-09-06,TOPCLIENT00,15.260867607652305
2024-09-09,TOPCLIENT00,9.939965910364524
2024-09-10,TOPCLIENT00,15.584668097150956
2024-09-11,TOPCLIENT00,17.24399633288895
2024-09-12,TOPCLIENT00,13.197707091540876
2024-09-13,TOPCLIENT00,14.522198410833541
2024-09-16,TOPCLIENT00,12.017327085324919
2024-09-17,TOPCLIENT00,20.34730397896874
2024-09-18,TOPCLIENT00,18.820874624238225
2024-09-19,TOPCLIENT00,14.424016410144558
2024-09-20,TOPCLIENT00,15.61164418483493
2024-09-23,TOPCLIENT00,11.09853908572749
2024-09-24,TOPCLIENT00,12.581113386552301
2024-09-25,TOPCLIENT00,17.080183048121533
2024-09-26,TOPCLIENT00,11.371045307269192
2024-09-27,TOPCLIENT00,16.82248555601057
2024-09-30,TOPCLIENT00,12.807681078722474
2024-10-01,TOPCLIENT00,15.168058906189057
2024-10-02,TOPCLIENT00,15.120973707130288
2024-10-03,TOPCLIENT00,13.702383955197137
2024-10-04,TOPCLIENT00,11.170267813430122
2024-10-07,TOPCLIENT00,11.695967782343669
2024-10-08,TOPCLIENT00,12.246104622982086
2024-10-09,TOPCLIENT00,13.90335147086708
2024-10-10,TOPCLIENT00,16.928281401118685
2024-10-11,TOPCLIENT00,13.677990013411994
2024-10-14,TOPCLIENT00,18.89749339823933
2024-10-15,TOPCLIENT00,14.021240898362155
2024-10-16,TOPCLIENT00,16.988011935444163
2024-10-17,TOPCLIENT00,16.3451421882161
2024-10-18,TOPCLIENT00,12.926256937928013
2024-10-21,TOPCLIENT00,14.928566851333237
2024-10-22,TOPCLIENT00,14.380402554525016
2024-10-23,TOPCLIENT00,17.521867423291237
2024-10-24,TOPCLIENT00,15.883944980737569
2024-10-25,TOPCLIENT00,15.711461172708635
2024-10-28,TOPCLIENT00,13.650951805749642
2024-10-29,TOPCLIENT00,16.80767730205168
2024-10-30,TOPCLIENT00,13.616971708597752
2024-10-31,TOPCLIENT00,15.36478125801762
2024-11-01,TOPCLIENT00,11.887481472030034
2024-11-04,TOPCLIENT00,14.315409006830196
2024-11-05,TOPCLIENT00,12.986527876694336
2024-11-06,TOPCLIENT00,14.411315800282921
2024-11-07,TOPCLIENT00,11.39931066537342
2024-11-08,TOPCLIENT00,16.25097709321603
2024-11-11,TOPCLIENT00,13.165468941155826
2024-11-12,TOPCLIENT00,19.00660032533989
2024-11-13,TOPCLIENT00,16.31048333134626
2024-11-14,TOPCLIENT00,12.29078724636998
2024-11-15,TOPCLIENT00,17.311173393937455
2024-11-18,TOPCLIENT00,15.386174228012813
2024-11-19,TOPCLIENT00,17.64914682692097
2024-11-20,TOPCLIENT00,15.172104055061622
2024-11-21,TOPCLIENT00,16.561730282948695
2024-11-22,TOPCLIENT00,13.251877478852201
2024-11-25,TOPCLIENT00,16.966403026698707
2024-11-26,TOPCLIENT00,15.977004322173455
2024-11-27,TOPCLIENT00,15.72516028888683
2024-11-28,TOPCLIENT00,14.731082268826038
2024-11-29,TOPCLIENT00,16.796098424463548
2024-12-02,TOPCLIENT00,13.216386609087282
2024-12-03,TOPCLIENT00,18.705393734984263
2024-12-04,TOPCLIENT00,17.971151888133754
2024-12-05,TOPCLIENT00,13.58340370091552
2024-12-06,TOPCLIENT00,13.887433647011651
2024-12-09,TOPCLIENT00,15.18251849606643
2024-12-10,TOPCLIENT00,16.449725746381723
2024-12-11,TOPCLIENT00,15.79937627448347
2024-12-12,TOPCLIENT00,16.922770239780853
2024-12-13,TOPCLIENT00,16.047424309107235
2024-12-16,TOPCLIENT00,17.834139302367216
2024-12-17,TOPCLIENT00,12.386876003002676
2024-12-18,TOPCLIENT00,13.232307614698268
2024-12-19,TOPCLIENT00,14.225418629690378
2024-12-20,TOPCLIENT00,12.216130738028928
2024-12-23,TOPCLIENT00,13.610959361685444
2024-12-24,TOPCLIENT00,13.60553645350198
2024-12-25,TOPCLIENT00,17.266320848216097
2024-12-26,TOPCLIENT00,16.863972497647666
2024-12-27,TOPCLIENT00,13.67398363503956
2024-12-30,TOPCLIENT00,15.093951237452274
2024-12-31,TOPCLIENT00,16.634570171847813
2025-01-01,TOPCLIENT00,13.242836524577651
2025-01-02,TOPCLIENT00,15.814716551737128
2025-01-03,TOPCLIENT00,16.405820227093958
2025-01-06,TOPCLIENT00,16.478464033070555
2025-01-07,TOPCLIENT00,14.516056186819926
2025-01-08,TOPCLIENT00,16.863135443092663
2025-01-09,TOPCLIENT00,12.505986959743947
2025-01-10,TOPCLIENT00,16.557104120994072
2025-01-13,TOPCLIENT00,15.632556411748295
2025-01-14,TOPCLIENT00,15.14677137435388
2025-01-15,TOPCLIENT00,16.00033249577135
2025-01-16,TOPCLIENT00,14.334445708173236
2025-01-17,TOPCLIENT00,15.978208382494842
2025-01-20,TOPCLIENT00,14.294225153414143
2025-01-21,TOPCLIENT00,13.441842113399545
2025-01-22,TOPCLIENT00,14.580242625044116
2025-01-23,TOPCLIENT00,14.327939657238197
2025-01-24,TOPCLIENT00,10.925088028228213
2025-01-27,TOPCLIENT00,17.222640487229008
2025-01-28,TOPCLIENT00,17.176861831966825
2025-01-29,TOPCLIENT00,13.011558199665215
2025-01-30,TOPCLIENT00,17.121595997050534
2025-01-31,TOPCLIENT00,11.94471299137273
2025-02-03,TOPCLIENT00,17.46387875858244
2025-02-04,TOPCLIENT00,17.0887101643635
2025-02-05,TOPCLIENT00,18.721219955193845
2025-02-06,TOPCLIENT00,14.148378421807797
2025-02-07,TOPCLIENT00,17.089547753118058
2025-02-10,TOPCLIENT00,13.989599820122987
2025-02-11,TOPCLIENT00,16.886396710183288
2025-02-12,TOPCLIENT00,16.609742846389647
2025-02-13,TOPCLIENT00,12.48101457412136
2025-02-14,TOPCLIENT00,17.228987812767315
2025-02-17,TOPCLIENT00,16.38002392907357
2025-02-18,TOPCLIENT00,18.069394514246856
